id_paiement,id_vente,méthode,statut
2832,2832,PayPal,Success
2833,2833,PayPal,Failed
2834,2834,PayPal,Success
2835,2835,Mobile Money,Success
2836,2836,Carte,Success
2837,2837,Carte,Success
2838,2838,Mobile Money,Success
2839,2839,Mobile Money,Success
2840,2840,Mobile Money,Failed
2841,2841,Mobile Money,Success
2842,2842,Carte,Success
2843,2843,PayPal,Success
2844,2844,PayPal,Success
2845,2845,Mobile Money,Success
2846,2846,Carte,Success
2847,2847,PayPal,Pending
2848,2848,PayPal,Pending
2849,2849,PayPal,Success
2850,2850,Carte,Success
2851,2851,Carte,Success
2852,2852,PayPal,Success
2853,2853,PayPal,Success
2854,2854,Carte,Success
2855,2855,Carte,Success
2856,2856,Mobile Money,Success
2857,2857,PayPal,Failed
2858,2858,Mobile Money,Success
2859,2859,PayPal,Success
2860,2860,Carte,Success
2861,2861,Mobile Money,Success
2862,2862,Carte,Pending
2863,2863,Carte,Success
2864,2864,Carte,Success
2865,2865,PayPal,Failed
2866,2866,Mobile Money,Success
2867,2867,Mobile Money,Success
2868,2868,Carte,Success
2869,2869,Mobile Money,Success
2870,2870,PayPal,Success
2871,2871,PayPal,Success
2872,2872,PayPal,Success
2873,2873,Mobile Money,Success
2874,2874,PayPal,Success
2875,2875,Mobile Money,Success
2876,2876,Carte,Success
2877,2877,Carte,Success
2878,2878,Mobile Money,Success
2879,2879,PayPal,Success
2880,2880,PayPal,Success
2881,2881,Carte,Success
2882,2882,PayPal,Success
2883,2883,PayPal,Pending
2884,2884,Carte,Success
2885,2885,Mobile Money,Success
2886,2886,Mobile Money,Success
2887,2887,Mobile Money,Success
2888,2888,Mobile Money,Success
2889,2889,Carte,Success
2890,2890,Carte,Failed
2891,2891,PayPal,Success
2892,2892,PayPal,Success
2893,2893,Carte,Success
2894,2894,PayPal,Success
2895,2895,Mobile Money,Success
2896,2896,Mobile Money,Success
2897,2897,PayPal,Success
2898,2898,Carte,Success
2899,2899,Mobile Money,Success
2900,2900,Mobile Money,Success
2901,2901,Carte,Success
2902,2902,Mobile Money,Success
2903,2903,Carte,Success
2904,2904,PayPal,Failed
2905,2905,PayPal,Pending
2906,2906,Mobile Money,Success
2907,2907,Carte,Success
2908,2908,Mobile Money,Success
2909,2909,Mobile Money,Success
2910,2910,Carte,Success
2911,2911,Carte,Success
2912,2912,Mobile Money,Success
2913,2913,PayPal,Success
2914,2914,Carte,Success
2915,2915,Carte,Success
2916,2916,Mobile Money,Success
2917,2917,PayPal,Success
2918,2918,Mobile Money,Success
2919,2919,Carte,Success
2920,2920,Mobile Money,Success
2921,2921,PayPal,Failed
2922,2922,Mobile Money,Success
2923,2923,Mobile Money,Success
2924,2924,Mobile Money,Success
2925,2925,PayPal,Pending
2926,2926,Carte,Success
2927,2927,PayPal,Success
2928,2928,Carte,Failed
2929,2929,Carte,Success
2930,2930,Carte,Success
2931,2931,Carte,Success
2932,2932,PayPal,Failed
2933,2933,Mobile Money,Failed
2934,2934,Carte,Failed
2935,2935,Carte,Success
2936,2936,Carte,Success
2937,2937,Carte,Success
2938,2938,Mobile Money,Success
2939,2939,Carte,Success
2940,2940,Mobile Money,Failed
2941,2941,Carte,Success
2942,2942,Carte,Success
2943,2943,PayPal,Success
2944,2944,Carte,Success
2945,2945,PayPal,Success
2946,2946,PayPal,Success
2947,2947,Mobile Money,Failed
2948,2948,Mobile Money,Success
2949,2949,Mobile Money,Failed
2950,2950,Mobile Money,Success
2951,2951,Mobile Money,Success
2952,2952,Carte,Success
2953,2953,Carte,Success
2954,2954,Carte,Success
2955,2955,Carte,Success
2956,2956,Mobile Money,Success
2957,2957,Mobile Money,Success
2958,2958,PayPal,Success
2959,2959,Mobile Money,Success
2960,2960,Carte,Success
2961,2961,Carte,Failed
2962,2962,Mobile Money,Success
2963,2963,Carte,Pending
2964,2964,Mobile Money,Success
2965,2965,PayPal,Success
2966,2966,PayPal,Success
2967,2967,Carte,Success
2968,2968,PayPal,Success
2969,2969,Carte,Success
2970,2970,Mobile Money,Failed
2971,2971,Mobile Money,Success
2972,2972,Carte,Success
2973,2973,PayPal,Success
2974,2974,Mobile Money,Success
2975,2975,Mobile Money,Success
2976,2976,Mobile Money,Success
2977,2977,PayPal,Success
2978,2978,Mobile Money,Success
2979,2979,PayPal,Success
2980,2980,Carte,Success
2981,2981,Carte,Success
2982,2982,PayPal,Success
2983,2983,PayPal,Success
2984,2984,Carte,Success
2985,2985,Carte,Success
2986,2986,PayPal,Failed
2987,2987,PayPal,Success
2988,2988,PayPal,Success
2989,2989,Carte,Success
2990,2990,Carte,Success
2991,2991,Carte,Success
2992,2992,Carte,Success
2993,2993,PayPal,Failed
2994,2994,Carte,Success
2995,2995,PayPal,Pending
2996,2996,PayPal,Success
2997,2997,Mobile Money,Success
2998,2998,Carte,Success
2999,2999,PayPal,Success
3000,3000,Mobile Money,Success
3001,3001,PayPal,Success
3002,3002,Carte,Success
3003,3003,Mobile Money,Success
3004,3004,PayPal,Success
3005,3005,PayPal,Success
3006,3006,Carte,Success
3007,3007,Mobile Money,Success
3008,3008,Mobile Money,Success
3009,3009,Carte,Success
3010,3010,Carte,Success
3011,3011,Carte,Success
3012,3012,Carte,Success
3013,3013,PayPal,Success
3014,3014,Carte,Success
3015,3015,Mobile Money,Success
3016,3016,Carte,Failed
3017,3017,Carte,Success
3018,3018,Carte,Success
3019,3019,Carte,Success
3020,3020,Mobile Money,Success
3021,3021,Mobile Money,Failed
3022,3022,Mobile Money,Success
3023,3023,PayPal,Success
3024,3024,PayPal,Pending
3025,3025,PayPal,Success
3026,3026,Mobile Money,Success
3027,3027,Carte,Failed
3028,3028,Mobile Money,Success
3029,3029,Carte,Success
3030,3030,Carte,Success
3031,3031,Mobile Money,Success
3032,3032,Carte,Success
3033,3033,Carte,Success
3034,3034,Carte,Failed
3035,3035,Carte,Success
3036,3036,PayPal,Success
3037,3037,Mobile Money,Success
3038,3038,Mobile Money,Success
3039,3039,Mobile Money,Success
3040,3040,Mobile Money,Success
3041,3041,Mobile Money,Success
3042,3042,PayPal,Success
3043,3043,PayPal,Failed
3044,3044,Mobile Money,Success
3045,3045,Mobile Money,Success
3046,3046,PayPal,Success
3047,3047,Carte,Success
3048,3048,Carte,Success
3049,3049,Carte,Success
3050,3050,PayPal,Success
3051,3051,PayPal,Success
3052,3052,PayPal,Success
3053,3053,Mobile Money,Success
3054,3054,PayPal,Pending
3055,3055,PayPal,Success
3056,3056,PayPal,Success
3057,3057,PayPal,Success
3058,3058,Mobile Money,Success
3059,3059,PayPal,Success
3060,3060,Carte,Success
3061,3061,PayPal,Success
3062,3062,Mobile Money,Success
3063,3063,Carte,Success
3064,3064,Mobile Money,Success
3065,3065,Mobile Money,Success
3066,3066,PayPal,Success
3067,3067,Mobile Money,Success
3068,3068,Mobile Money,Success
3069,3069,PayPal,Success
3070,3070,Carte,Success
3071,3071,Carte,Success
3072,3072,Carte,Success
3073,3073,Mobile Money,Success
3074,3074,Carte,Success
3075,3075,PayPal,Success
3076,3076,PayPal,Success
3077,3077,Mobile Money,Success
3078,3078,Carte,Success
3079,3079,Mobile Money,Pending
3080,3080,Carte,Success
3081,3081,Mobile Money,Success
3082,3082,PayPal,Success
3083,3083,Carte,Success
3084,3084,Carte,Success
3085,3085,Mobile Money,Success
3086,3086,Mobile Money,Success
3087,3087,PayPal,Success
3088,3088,Carte,Success
3089,3089,Carte,Success
3090,3090,PayPal,Success
3091,3091,Carte,Success
3092,3092,Carte,Failed
3093,3093,Mobile Money,Success
3094,3094,Mobile Money,Success
3095,3095,PayPal,Success
3096,3096,PayPal,Success
3097,3097,Mobile Money,Success
3098,3098,Mobile Money,Success
3099,3099,Mobile Money,Success
3100,3100,Carte,Success
3101,3101,Mobile Money,Pending
3102,3102,Mobile Money,Failed
3103,3103,PayPal,Success
3104,3104,PayPal,Success
3105,3105,Mobile Money,Success
3106,3106,Carte,Pending
3107,3107,Mobile Money,Success
3108,3108,PayPal,Failed
3109,3109,Mobile Money,Success
3110,3110,Mobile Money,Success
3111,3111,Carte,Success
3112,3112,Mobile Money,Failed
3113,3113,PayPal,Success
3114,3114,Mobile Money,Success
3115,3115,Carte,Success
3116,3116,Carte,Success
3117,3117,Mobile Money,Success
3118,3118,Mobile Money,Success
3119,3119,Mobile Money,Success
3120,3120,Carte,Success
3121,3121,PayPal,Success
3122,3122,PayPal,Failed
3123,3123,Carte,Success
3124,3124,Carte,Success
3125,3125,Mobile Money,Success
3126,3126,PayPal,Success
3127,3127,Carte,Success
3128,3128,Mobile Money,Success
3129,3129,Mobile Money,Pending
3130,3130,Mobile Money,Success
3131,3131,Carte,Success
3132,3132,Mobile Money,Success
3133,3133,Mobile Money,Success
3134,3134,Mobile Money,Success
3135,3135,Carte,Success
3136,3136,Carte,Failed
3137,3137,PayPal,Success
3138,3138,PayPal,Success
3139,3139,Carte,Success
3140,3140,PayPal,Pending
3141,3141,PayPal,Success
3142,3142,Carte,Success
3143,3143,Mobile Money,Pending
3144,3144,PayPal,Success
3145,3145,PayPal,Success
3146,3146,Carte,Success
3147,3147,Carte,Success
3148,3148,PayPal,Success
3149,3149,Mobile Money,Success
3150,3150,PayPal,Success
3151,3151,Mobile Money,Success
3152,3152,PayPal,Failed
3153,3153,PayPal,Failed
3154,3154,Mobile Money,Success
3155,3155,Carte,Success
3156,3156,Carte,Success
3157,3157,PayPal,Success
3158,3158,PayPal,Success
3159,3159,PayPal,Failed
3160,3160,Carte,Success
3161,3161,PayPal,Success
3162,3162,Mobile Money,Success
3163,3163,Mobile Money,Failed
3164,3164,Carte,Success
3165,3165,Carte,Failed
3166,3166,PayPal,Failed
3167,3167,PayPal,Success
3168,3168,PayPal,Success
3169,3169,Carte,Success
3170,3170,Mobile Money,Success
3171,3171,Carte,Success
3172,3172,Carte,Success
3173,3173,PayPal,Success
3174,3174,Carte,Success
3175,3175,Carte,Success
3176,3176,Carte,Success
3177,3177,PayPal,Success
3178,3178,PayPal,Success
3179,3179,Mobile Money,Failed
3180,3180,Mobile Money,Success
3181,3181,Carte,Success
3182,3182,Mobile Money,Success
3183,3183,Carte,Success
3184,3184,Mobile Money,Success
3185,3185,Mobile Money,Success
3186,3186,PayPal,Success
3187,3187,Mobile Money,Success
3188,3188,PayPal,Success
3189,3189,Carte,Success
3190,3190,Mobile Money,Success
3191,3191,Carte,Success
3192,3192,PayPal,Success
3193,3193,PayPal,Success
3194,3194,Mobile Money,Success
3195,3195,Carte,Success
3196,3196,Mobile Money,Success
3197,3197,Carte,Success
3198,3198,Carte,Success
3199,3199,PayPal,Success
3200,3200,Carte,Success
3201,3201,PayPal,Success
3202,3202,PayPal,Success
3203,3203,PayPal,Pending
3204,3204,Carte,Success
3205,3205,PayPal,Success
3206,3206,Mobile Money,Success
3207,3207,Mobile Money,Success
3208,3208,Mobile Money,Success
3209,3209,Mobile Money,Success
3210,3210,Mobile Money,Success
3211,3211,Mobile Money,Success
3212,3212,Carte,Success
3213,3213,Mobile Money,Success
3214,3214,Carte,Success
3215,3215,Carte,Success
3216,3216,Mobile Money,Success
3217,3217,Mobile Money,Success
3218,3218,Mobile Money,Success
3219,3219,Mobile Money,Failed
3220,3220,Mobile Money,Success
3221,3221,Mobile Money,Success
3222,3222,Carte,Success
3223,3223,Mobile Money,Success
3224,3224,PayPal,Failed
3225,3225,PayPal,Success
3226,3226,PayPal,Success
3227,3227,PayPal,Success
3228,3228,Carte,Success
3229,3229,Carte,Success
3230,3230,Carte,Success
3231,3231,Carte,Success
3232,3232,PayPal,Success
3233,3233,Mobile Money,Success
3234,3234,PayPal,Success
3235,3235,Mobile Money,Failed
3236,3236,Carte,Pending
3237,3237,Mobile Money,Success
3238,3238,Mobile Money,Success
3239,3239,Carte,Success
3240,3240,Mobile Money,Success
3241,3241,PayPal,Success
3242,3242,Mobile Money,Success
3243,3243,PayPal,Success
3244,3244,Mobile Money,Failed
3245,3245,Mobile Money,Success
3246,3246,PayPal,Success
3247,3247,Carte,Success
3248,3248,Carte,Success
3249,3249,PayPal,Success
3250,3250,Carte,Failed
3251,3251,Mobile Money,Success
3252,3252,Carte,Success
3253,3253,Mobile Money,Success
3254,3254,Carte,Success
3255,3255,PayPal,Success
3256,3256,Mobile Money,Success
3257,3257,Carte,Success
3258,3258,Carte,Success
3259,3259,PayPal,Success
3260,3260,Carte,Pending
3261,3261,Carte,Success
3262,3262,Carte,Failed
3263,3263,PayPal,Success
3264,3264,PayPal,Success
3265,3265,Mobile Money,Success
3266,3266,Carte,Success
3267,3267,Carte,Success
3268,3268,Mobile Money,Success
3269,3269,PayPal,Success
3270,3270,Mobile Money,Success
3271,3271,PayPal,Success
3272,3272,Carte,Failed
3273,3273,Carte,Success
3274,3274,PayPal,Success
3275,3275,Mobile Money,Success
3276,3276,PayPal,Success
3277,3277,PayPal,Success
3278,3278,PayPal,Success
3279,3279,Mobile Money,Success
3280,3280,Mobile Money,Success
3281,3281,PayPal,Success
3282,3282,Carte,Success
3283,3283,Mobile Money,Pending
3284,3284,Mobile Money,Success
3285,3285,Carte,Pending
3286,3286,PayPal,Success
3287,3287,PayPal,Success
3288,3288,Carte,Success
3289,3289,PayPal,Success
3290,3290,Mobile Money,Success
3291,3291,Carte,Success
3292,3292,Mobile Money,Success
3293,3293,Carte,Success
3294,3294,Mobile Money,Success
3295,3295,Carte,Success
3296,3296,PayPal,Success
3297,3297,Carte,Success
3298,3298,Carte,Success
3299,3299,Mobile Money,Success
3300,3300,PayPal,Success
3301,3301,Mobile Money,Success
3302,3302,Carte,Success
3303,3303,Mobile Money,Success
3304,3304,PayPal,Success
3305,3305,Mobile Money,Success
3306,3306,PayPal,Failed
3307,3307,Carte,Success
3308,3308,Carte,Success
3309,3309,PayPal,Success
3310,3310,Carte,Success
3311,3311,PayPal,Failed
3312,3312,Mobile Money,Success
3313,3313,Carte,Failed
3314,3314,Carte,Failed
3315,3315,Mobile Money,Pending
3316,3316,Carte,Failed
3317,3317,PayPal,Success
3318,3318,Mobile Money,Success
3319,3319,Mobile Money,Success
3320,3320,PayPal,Success
3321,3321,PayPal,Success
3322,3322,Carte,Success
3323,3323,Carte,Success
3324,3324,PayPal,Success
3325,3325,PayPal,Success
3326,3326,Mobile Money,Success
3327,3327,PayPal,Success
3328,3328,Carte,Success
3329,3329,Mobile Money,Failed
3330,3330,Mobile Money,Success
3331,3331,PayPal,Success
3332,3332,PayPal,Success
3333,3333,PayPal,Success
3334,3334,Carte,Success
3335,3335,Mobile Money,Success
3336,3336,Mobile Money,Success
3337,3337,Carte,Success
3338,3338,PayPal,Success
3339,3339,PayPal,Success
3340,3340,Mobile Money,Success
3341,3341,Carte,Success
3342,3342,PayPal,Success
3343,3343,PayPal,Failed
3344,3344,PayPal,Success
3345,3345,Carte,Success
3346,3346,Mobile Money,Failed
3347,3347,Carte,Success
3348,3348,Mobile Money,Success
3349,3349,PayPal,Success
3350,3350,Carte,Success
3351,3351,PayPal,Success
3352,3352,Carte,Success
3353,3353,Carte,Success
3354,3354,PayPal,Success
3355,3355,Carte,Success
3356,3356,Mobile Money,Failed
3357,3357,PayPal,Success
3358,3358,PayPal,Success
3359,3359,Carte,Success
3360,3360,PayPal,Success
3361,3361,PayPal,Success
3362,3362,Mobile Money,Success
3363,3363,Mobile Money,Success
3364,3364,Carte,Success
3365,3365,Mobile Money,Success
3366,3366,Mobile Money,Success
3367,3367,PayPal,Success
3368,3368,Carte,Failed
3369,3369,Carte,Success
3370,3370,Mobile Money,Success
3371,3371,Mobile Money,Success
3372,3372,Carte,Success
3373,3373,Carte,Success
3374,3374,Mobile Money,Failed
3375,3375,Carte,Success
3376,3376,PayPal,Success
3377,3377,PayPal,Failed
3378,3378,Carte,Success
3379,3379,PayPal,Success
3380,3380,Mobile Money,Failed
3381,3381,PayPal,Failed
3382,3382,PayPal,Success
3383,3383,Mobile Money,Success
3384,3384,Carte,Success
3385,3385,Mobile Money,Success
3386,3386,Carte,Success
3387,3387,Carte,Success
3388,3388,PayPal,Success
3389,3389,PayPal,Success
3390,3390,PayPal,Success
3391,3391,Carte,Success
3392,3392,PayPal,Success
3393,3393,PayPal,Success
3394,3394,PayPal,Success
3395,3395,PayPal,Success
3396,3396,Mobile Money,Success
3397,3397,PayPal,Failed
3398,3398,Mobile Money,Success
3399,3399,Mobile Money,Success
3400,3400,PayPal,Success
3401,3401,PayPal,Success
3402,3402,Carte,Success
3403,3403,Mobile Money,Success
3404,3404,Mobile Money,Success
3405,3405,Carte,Success
3406,3406,Carte,Success
3407,3407,Mobile Money,Success
3408,3408,Carte,Success
3409,3409,PayPal,Success
3410,3410,Mobile Money,Success
3411,3411,PayPal,Success
3412,3412,Mobile Money,Success
3413,3413,PayPal,Failed
3414,3414,Mobile Money,Success
3415,3415,Mobile Money,Success
3416,3416,Carte,Success
3417,3417,PayPal,Success
3418,3418,Mobile Money,Success
3419,3419,PayPal,Failed
3420,3420,Mobile Money,Success
3421,3421,Mobile Money,Success
3422,3422,Mobile Money,Success
3423,3423,PayPal,Success
3424,3424,Mobile Money,Success
3425,3425,Carte,Success
3426,3426,Mobile Money,Success
3427,3427,Mobile Money,Success
3428,3428,Carte,Success
3429,3429,PayPal,Success
3430,3430,Carte,Success
3431,3431,PayPal,Failed
3432,3432,Mobile Money,Failed
3433,3433,PayPal,Success
3434,3434,Mobile Money,Success
3435,3435,PayPal,Success
3436,3436,Carte,Success
3437,3437,PayPal,Success
3438,3438,PayPal,Success
3439,3439,Carte,Success
3440,3440,Mobile Money,Success
3441,3441,PayPal,Pending
3442,3442,PayPal,Success
3443,3443,Carte,Success
3444,3444,Mobile Money,Success
3445,3445,Carte,Success
3446,3446,PayPal,Success
3447,3447,PayPal,Success
3448,3448,Mobile Money,Success
3449,3449,PayPal,Success
3450,3450,PayPal,Failed
3451,3451,Carte,Success
3452,3452,PayPal,Success
3453,3453,Mobile Money,Success
3454,3454,Carte,Failed
3455,3455,Carte,Failed
3456,3456,Carte,Success
3457,3457,Carte,Success
3458,3458,PayPal,Failed
3459,3459,Carte,Success
3460,3460,Carte,Success
3461,3461,Mobile Money,Success
3462,3462,Mobile Money,Success
3463,3463,Mobile Money,Success
3464,3464,PayPal,Success
3465,3465,Mobile Money,Success
3466,3466,Mobile Money,Success
3467,3467,Carte,Success
3468,3468,PayPal,Success
3469,3469,PayPal,Success
3470,3470,Carte,Success
3471,3471,Mobile Money,Success
3472,3472,Carte,Success
3473,3473,PayPal,Success
3474,3474,Mobile Money,Success
3475,3475,PayPal,Success
3476,3476,PayPal,Success
3477,3477,Carte,Success
3478,3478,PayPal,Success
3479,3479,Mobile Money,Success
3480,3480,Carte,Failed
3481,3481,Mobile Money,Success
3482,3482,Carte,Success
3483,3483,PayPal,Success
3484,3484,Mobile Money,Success
3485,3485,Carte,Success
3486,3486,Mobile Money,Failed
3487,3487,Mobile Money,Success
3488,3488,Mobile Money,Success
3489,3489,Mobile Money,Success
3490,3490,Mobile Money,Success
3491,3491,Carte,Success
3492,3492,Mobile Money,Failed
3493,3493,Mobile Money,Success
3494,3494,Mobile Money,Failed
3495,3495,Mobile Money,Pending
3496,3496,Mobile Money,Success
3497,3497,Mobile Money,Success
3498,3498,PayPal,Success
3499,3499,PayPal,Success
3500,3500,Mobile Money,Success
3501,3501,PayPal,Success
3502,3502,PayPal,Failed
3503,3503,Carte,Success
3504,3504,Carte,Failed
3505,3505,Carte,Success
3506,3506,Carte,Success
3507,3507,Carte,Success
3508,3508,PayPal,Failed
3509,3509,Carte,Success
3510,3510,Mobile Money,Success
3511,3511,PayPal,Success
3512,3512,Carte,Failed
3513,3513,Mobile Money,Success
3514,3514,Mobile Money,Success
3515,3515,Carte,Pending
3516,3516,Mobile Money,Failed
3517,3517,PayPal,Success
3518,3518,Mobile Money,Success
3519,3519,Carte,Success
3520,3520,PayPal,Success
3521,3521,PayPal,Success
3522,3522,Mobile Money,Success
3523,3523,Mobile Money,Success
3524,3524,Carte,Success
3525,3525,Carte,Success
3526,3526,Carte,Success
3527,3527,PayPal,Success
3528,3528,PayPal,Success
3529,3529,PayPal,Success
3530,3530,PayPal,Failed
3531,3531,Carte,Failed
3532,3532,Carte,Success
3533,3533,PayPal,Success
3534,3534,PayPal,Success
3535,3535,Mobile Money,Failed
3536,3536,Carte,Success
3537,3537,PayPal,Success
3538,3538,Carte,Success
3539,3539,PayPal,Success
3540,3540,PayPal,Success
3541,3541,Carte,Success
3542,3542,Mobile Money,Success
3543,3543,PayPal,Success
3544,3544,Mobile Money,Success
3545,3545,PayPal,Success
3546,3546,PayPal,Success
3547,3547,Mobile Money,Success
3548,3548,Mobile Money,Success
3549,3549,Mobile Money,Success
3550,3550,Carte,Pending
3551,3551,Mobile Money,Success
3552,3552,Mobile Money,Success
3553,3553,PayPal,Success
3554,3554,PayPal,Failed
3555,3555,Carte,Success
3556,3556,Mobile Money,Success
3557,3557,PayPal,Success
3558,3558,PayPal,Success
3559,3559,PayPal,Success
3560,3560,Mobile Money,Success
3561,3561,Carte,Success
3562,3562,Carte,Success
3563,3563,Mobile Money,Success
3564,3564,PayPal,Success
3565,3565,PayPal,Success
3566,3566,Mobile Money,Success
3567,3567,PayPal,Success
3568,3568,Carte,Success
3569,3569,PayPal,Success
3570,3570,Mobile Money,Success
3571,3571,Carte,Success
3572,3572,Carte,Success
3573,3573,PayPal,Success
3574,3574,Carte,Success
3575,3575,PayPal,Success
3576,3576,PayPal,Success
3577,3577,Mobile Money,Pending
3578,3578,PayPal,Success
3579,3579,PayPal,Success
3580,3580,Mobile Money,Failed
3581,3581,Carte,Success
3582,3582,Carte,Success
3583,3583,Carte,Success
3584,3584,PayPal,Success
3585,3585,Carte,Success
3586,3586,PayPal,Success
3587,3587,Carte,Success
3588,3588,PayPal,Failed
3589,3589,Mobile Money,Success
3590,3590,Carte,Success
3591,3591,Carte,Failed
3592,3592,PayPal,Success
3593,3593,PayPal,Success
3594,3594,PayPal,Success
3595,3595,PayPal,Success
3596,3596,Mobile Money,Success
3597,3597,Carte,Success
3598,3598,Mobile Money,Success
3599,3599,PayPal,Success
3600,3600,PayPal,Success
3601,3601,Carte,Success
3602,3602,Mobile Money,Success
3603,3603,PayPal,Success
3604,3604,PayPal,Success
3605,3605,PayPal,Success
3606,3606,Carte,Success
3607,3607,PayPal,Pending
3608,3608,PayPal,Success
3609,3609,PayPal,Success
3610,3610,Mobile Money,Success
3611,3611,PayPal,Success
3612,3612,Mobile Money,Success
3613,3613,Carte,Success
3614,3614,Mobile Money,Success
3615,3615,PayPal,Success
3616,3616,Mobile Money,Failed
3617,3617,Mobile Money,Failed
3618,3618,Carte,Success
3619,3619,PayPal,Success
3620,3620,Carte,Success
3621,3621,Carte,Success
3622,3622,Mobile Money,Success
3623,3623,Carte,Success
3624,3624,PayPal,Success
3625,3625,Carte,Success
3626,3626,PayPal,Success
3627,3627,PayPal,Failed
3628,3628,Carte,Failed
3629,3629,Mobile Money,Success
3630,3630,PayPal,Success
3631,3631,Carte,Success
3632,3632,PayPal,Success
3633,3633,Mobile Money,Pending
3634,3634,Mobile Money,Failed
3635,3635,Carte,Success
3636,3636,Carte,Success
3637,3637,Carte,Success
3638,3638,Mobile Money,Pending
3639,3639,Carte,Success
3640,3640,Mobile Money,Success
3641,3641,PayPal,Success
3642,3642,Carte,Success
3643,3643,Carte,Success
3644,3644,Mobile Money,Success
3645,3645,PayPal,Failed
3646,3646,Carte,Failed
3647,3647,Mobile Money,Success
3648,3648,Mobile Money,Success
3649,3649,Mobile Money,Pending
3650,3650,PayPal,Success
3651,3651,Carte,Success
3652,3652,Mobile Money,Success
3653,3653,Mobile Money,Pending
3654,3654,PayPal,Success
3655,3655,Mobile Money,Failed
3656,3656,Carte,Success
3657,3657,Carte,Success
3658,3658,Carte,Success
3659,3659,Carte,Success
3660,3660,PayPal,Success
3661,3661,PayPal,Success
3662,3662,PayPal,Success
3663,3663,PayPal,Success
3664,3664,Carte,Success
3665,3665,PayPal,Success
3666,3666,PayPal,Success
3667,3667,Carte,Success
3668,3668,Carte,Success
3669,3669,Carte,Success
3670,3670,PayPal,Success
3671,3671,PayPal,Success
3672,3672,Carte,Pending
3673,3673,Carte,Success
3674,3674,PayPal,Success
3675,3675,Mobile Money,Success
3676,3676,Carte,Success
3677,3677,PayPal,Success
3678,3678,PayPal,Success
3679,3679,PayPal,Success
3680,3680,PayPal,Success
3681,3681,Mobile Money,Success
3682,3682,Carte,Success
3683,3683,Carte,Success
3684,3684,Mobile Money,Success
3685,3685,Carte,Success
3686,3686,PayPal,Success
3687,3687,Carte,Pending
3688,3688,Mobile Money,Success
3689,3689,PayPal,Success
3690,3690,Mobile Money,Success
3691,3691,Mobile Money,Success
3692,3692,PayPal,Success
3693,3693,Mobile Money,Success
3694,3694,Carte,Success
3695,3695,Carte,Pending
3696,3696,Mobile Money,Success
3697,3697,Mobile Money,Success
3698,3698,Carte,Success
3699,3699,Carte,Success
3700,3700,Mobile Money,Success
3701,3701,Carte,Success
3702,3702,Mobile Money,Success
3703,3703,Carte,Success
3704,3704,PayPal,Success
3705,3705,Mobile Money,Success
3706,3706,PayPal,Pending
3707,3707,Carte,Success
3708,3708,Mobile Money,Success
3709,3709,Carte,Success
3710,3710,PayPal,Success
3711,3711,Mobile Money,Pending
3712,3712,PayPal,Success
3713,3713,PayPal,Success
3714,3714,Mobile Money,Success
3715,3715,Carte,Success
3716,3716,PayPal,Success
3717,3717,PayPal,Success
3718,3718,Carte,Success
3719,3719,PayPal,Success
3720,3720,Carte,Success
3721,3721,Mobile Money,Success
3722,3722,Mobile Money,Success
3723,3723,PayPal,Success
3724,3724,Mobile Money,Success
3725,3725,PayPal,Success
3726,3726,Mobile Money,Success
3727,3727,PayPal,Success
3728,3728,Mobile Money,Success
3729,3729,Mobile Money,Success
3730,3730,PayPal,Failed
3731,3731,Mobile Money,Success
3732,3732,Carte,Success
3733,3733,Mobile Money,Failed
3734,3734,PayPal,Success
3735,3735,Mobile Money,Success
3736,3736,Mobile Money,Success
3737,3737,Mobile Money,Success
3738,3738,Mobile Money,Success
3739,3739,Mobile Money,Success
3740,3740,Carte,Success
3741,3741,Mobile Money,Success
3742,3742,Mobile Money,Success
3743,3743,Mobile Money,Success
3744,3744,Carte,Success
3745,3745,Mobile Money,Success
3746,3746,Mobile Money,Success
3747,3747,PayPal,Success
3748,3748,Carte,Success
3749,3749,PayPal,Failed
3750,3750,Carte,Pending
3751,3751,Mobile Money,Success
3752,3752,Mobile Money,Success
3753,3753,PayPal,Success
3754,3754,Mobile Money,Success
3755,3755,Carte,Success
3756,3756,Carte,Success
3757,3757,Mobile Money,Success
3758,3758,Carte,Success
3759,3759,PayPal,Failed
3760,3760,Carte,Success
3761,3761,Carte,Success
3762,3762,Carte,Success
3763,3763,Carte,Success
3764,3764,PayPal,Success
3765,3765,Mobile Money,Success
3766,3766,Mobile Money,Success
3767,3767,PayPal,Success
3768,3768,Carte,Success
3769,3769,PayPal,Success
3770,3770,Mobile Money,Failed
3771,3771,Carte,Success
3772,3772,Carte,Success
3773,3773,Mobile Money,Success
3774,3774,PayPal,Success
3775,3775,Carte,Failed
3776,3776,Carte,Failed
3777,3777,PayPal,Success
3778,3778,Mobile Money,Success
3779,3779,PayPal,Pending
3780,3780,Carte,Success
3781,3781,Mobile Money,Success
3782,3782,Carte,Success
3783,3783,PayPal,Failed
3784,3784,Mobile Money,Success
3785,3785,PayPal,Success
3786,3786,Mobile Money,Success
3787,3787,Carte,Success
3788,3788,Mobile Money,Success
3789,3789,PayPal,Success
3790,3790,Carte,Success
3791,3791,PayPal,Success
3792,3792,Mobile Money,Pending
3793,3793,Carte,Success
3794,3794,Mobile Money,Pending
3795,3795,PayPal,Success
3796,3796,Carte,Success
