id_client,nom,pays,ville,date_inscription,canal_acquisition
1085,Client_1085,Canada,Gatineau,2023-10-05,Marketplace
1086,Client_1086,RD Congo,Goma,2023-01-10,Organic
1087,Client_1087,Gabon,Libreville,2023-04-26,Organic
1088,Client_1088,Cameroun,Douala,2023-04-15,Organic
1089,Client_1089,RD Congo,Goma,2022-11-16,Ads
1090,Client_1090,Belgique,Bruxelles,2024-10-05,Ads
1091,Client_1091,France,Toulouse,2024-01-31,Marketplace
1092,Client_1092,Gabon,Port-Gentil,2024-10-02,Organic
1093,Client_1093,Cameroun,Yaoundé,2023-03-31,Organic
1094,Client_1094,France,Lille,2024-05-16,Referral
1095,Client_1095,France,Lille,2023-12-13,Referral
1096,Client_1096,Canada,Gatineau,2022-09-04,Referral
1097,Client_1097,Côte d’Ivoire,Yamoussoukro,2022-01-18,Ads
1098,Client_1098,RD Congo,Bukavu,2022-07-26,Marketplace
1099,Client_1099,Côte d’Ivoire,Yamoussoukro,2023-06-16,Organic
1100,Client_1100,Cameroun,Douala,2023-07-06,Referral
1101,Client_1101,Côte d’Ivoire,Bouaké,2023-01-12,Referral
1102,Client_1102,Sénégal,Dakar,2024-05-08,Marketplace
1103,Client_1103,Côte d’Ivoire,Bouaké,2023-07-27,Referral
1104,Client_1104,Canada,Québec,2023-04-14,Ads
1105,Client_1105,Cameroun,Douala,2024-06-04,Referral
1106,Client_1106,RD Congo,Lubumbashi,2022-11-03,Referral
1107,Client_1107,France,Lyon,2024-05-13,Referral
1108,Client_1108,Canada,Laval,2024-09-23,Marketplace
1109,Client_1109,Cameroun,Bafoussam,2022-04-08,Referral
1110,Client_1110,Belgique,Liège,2022-05-03,Organic
1111,Client_1111,Cameroun,Yaoundé,2022-07-17,Referral
1112,Client_1112,Côte d’Ivoire,Bouaké,2024-01-10,Marketplace
1113,Client_1113,Cameroun,Yaoundé,2022-02-10,Referral
1114,Client_1114,Belgique,Namur,2023-02-12,Organic
1115,Client_1115,Cameroun,Yaoundé,2023-10-28,Referral
1116,Client_1116,Gabon,Libreville,2024-02-20,Marketplace
1117,Client_1117,Gabon,Libreville,2022-12-10,Marketplace
1118,Client_1118,Sénégal,Saint-Louis,2024-04-08,Ads
1119,Client_1119,Belgique,Liège,2023-12-05,Organic
1120,Client_1120,Côte d’Ivoire,Bouaké,2023-08-20,Marketplace
1121,Client_1121,Sénégal,Thiès,2024-06-30,Marketplace
1122,Client_1122,Gabon,Port-Gentil,2022-12-09,Organic
1123,Client_1123,France,Lyon,2023-04-26,Marketplace
1124,Client_1124,Belgique,Liège,2022-12-08,Referral
1125,Client_1125,Belgique,Bruxelles,2022-05-11,Referral
1126,Client_1126,France,Paris,2024-03-24,Ads
1127,Client_1127,Belgique,Namur,2022-11-15,Ads
1128,Client_1128,Sénégal,Thiès,2023-04-15,Organic
1129,Client_1129,Cameroun,Yaoundé,2022-09-16,Organic
1130,Client_1130,Canada,Montréal,2022-03-13,Marketplace
1131,Client_1131,Côte d’Ivoire,Bouaké,2024-08-14,Marketplace
1132,Client_1132,Gabon,Libreville,2022-12-29,Referral
1133,Client_1133,Sénégal,Saint-Louis,2024-12-29,Marketplace
1134,Client_1134,Côte d’Ivoire,Bouaké,2023-04-11,Ads
1135,Client_1135,Gabon,Port-Gentil,2024-01-20,Referral
1136,Client_1136,Cameroun,Douala,2023-09-14,Ads
1137,Client_1137,France,Lille,2022-10-07,Marketplace
1138,Client_1138,Cameroun,Yaoundé,2024-12-31,Ads
1139,Client_1139,Gabon,Port-Gentil,2023-09-06,Ads
1140,Client_1140,Sénégal,Thiès,2023-04-19,Ads
1141,Client_1141,Côte d’Ivoire,Abidjan,2024-04-23,Referral
1142,Client_1142,Sénégal,Dakar,2022-12-01,Referral
1143,Client_1143,Sénégal,Dakar,2023-06-23,Ads
1144,Client_1144,Sénégal,Saint-Louis,2023-05-06,Marketplace
1145,Client_1145,Cameroun,Bafoussam,2024-12-25,Marketplace
1146,Client_1146,Sénégal,Dakar,2022-05-21,Organic
1147,Client_1147,Canada,Laval,2022-08-15,Referral
1148,Client_1148,Gabon,Port-Gentil,2024-10-04,Organic
1149,Client_1149,Côte d’Ivoire,Abidjan,2022-11-08,Ads
1150,Client_1150,France,Lyon,2022-07-29,Marketplace
1151,Client_1151,Cameroun,Douala,2024-06-16,Ads
1152,Client_1152,RD Congo,Kinshasa,2022-11-05,Ads
1153,Client_1153,Gabon,Libreville,2023-12-02,Referral
1154,Client_1154,Cameroun,Yaoundé,2024-01-31,Referral
1155,Client_1155,France,Marseille,2022-06-14,Organic
1156,Client_1156,France,Marseille,2024-03-14,Ads
1157,Client_1157,Gabon,Libreville,2023-01-29,Marketplace
1158,Client_1158,Sénégal,Dakar,2022-09-07,Organic
1159,Client_1159,Sénégal,Thiès,2023-05-22,Ads
1160,Client_1160,RD Congo,Bukavu,2022-07-12,Organic
1161,Client_1161,Gabon,Port-Gentil,2023-10-02,Marketplace
1162,Client_1162,Canada,Montréal,2024-12-02,Ads
1163,Client_1163,Cameroun,Yaoundé,2023-09-04,Organic
1164,Client_1164,Côte d’Ivoire,Abidjan,2023-03-23,Ads
1165,Client_1165,RD Congo,Bukavu,2023-10-27,Ads
1166,Client_1166,Canada,Laval,2022-09-03,Referral
1167,Client_1167,RD Congo,Kinshasa,2022-03-28,Referral
1168,Client_1168,Canada,Laval,2022-07-03,Organic
1169,Client_1169,Canada,Gatineau,2022-07-07,Marketplace
1170,Client_1170,France,Paris,2023-12-30,Organic
1171,Client_1171,Belgique,Liège,2024-09-26,Organic
1172,Client_1172,Côte d’Ivoire,Yamoussoukro,2023-12-13,Referral
1173,Client_1173,RD Congo,Kinshasa,2024-02-13,Marketplace
1174,Client_1174,Canada,Laval,2022-03-22,Referral
1175,Client_1175,Gabon,Port-Gentil,2024-09-30,Organic
1176,Client_1176,Canada,Laval,2023-10-25,Referral
1177,Client_1177,Cameroun,Bafoussam,2022-11-25,Ads
1178,Client_1178,Canada,Gatineau,2023-08-29,Marketplace
1179,Client_1179,Côte d’Ivoire,Bouaké,2022-01-02,Referral
1180,Client_1180,Canada,Montréal,2024-01-16,Organic
1181,Client_1181,Côte d’Ivoire,Yamoussoukro,2022-05-10,Referral
1182,Client_1182,RD Congo,Bukavu,2022-11-12,Marketplace
1183,Client_1183,Côte d’Ivoire,Bouaké,2023-10-22,Ads
1184,Client_1184,Belgique,Bruxelles,2022-03-31,Organic
1185,Client_1185,Canada,Montréal,2023-02-18,Ads
1186,Client_1186,Gabon,Libreville,2022-07-22,Ads
1187,Client_1187,Sénégal,Saint-Louis,2024-09-30,Marketplace
1188,Client_1188,France,Marseille,2023-03-29,Ads
1189,Client_1189,France,Lyon,2024-10-03,Ads
1190,Client_1190,Gabon,Libreville,2024-01-10,Referral
1191,Client_1191,Côte d’Ivoire,Yamoussoukro,2022-04-30,Marketplace
1192,Client_1192,France,Paris,2023-09-15,Ads
1193,Client_1193,RD Congo,Kinshasa,2022-07-27,Organic
1194,Client_1194,Sénégal,Dakar,2023-01-31,Organic
1195,Client_1195,Canada,Gatineau,2022-08-05,Marketplace
1196,Client_1196,Gabon,Port-Gentil,2022-08-02,Organic
1197,Client_1197,Canada,Gatineau,2024-10-30,Marketplace
1198,Client_1198,Canada,Gatineau,2023-12-23,Marketplace
1199,Client_1199,Côte d’Ivoire,Bouaké,2024-04-24,Referral
1200,Client_1200,Côte d’Ivoire,Yamoussoukro,2023-05-08,Organic
1201,Client_1201,Sénégal,Saint-Louis,2023-06-05,Marketplace
1202,Client_1202,Gabon,Port-Gentil,2024-03-24,Ads
1203,Client_1203,France,Marseille,2022-02-03,Organic
1204,Client_1204,Cameroun,Douala,2023-09-08,Organic
1205,Client_1205,RD Congo,Goma,2022-02-14,Marketplace
1206,Client_1206,Canada,Montréal,2022-03-19,Referral
1207,Client_1207,Côte d’Ivoire,Abidjan,2022-10-11,Marketplace
1208,Client_1208,Côte d’Ivoire,Yamoussoukro,2023-05-27,Organic
1209,Client_1209,Cameroun,Yaoundé,2022-07-08,Referral
1210,Client_1210,RD Congo,Kinshasa,2023-10-27,Referral
1211,Client_1211,Canada,Gatineau,2022-07-15,Marketplace
1212,Client_1212,France,Lille,2024-02-21,Ads
1213,Client_1213,France,Marseille,2023-12-14,Referral
1214,Client_1214,Sénégal,Dakar,2023-04-10,Ads
1215,Client_1215,Sénégal,Dakar,2023-09-17,Ads
1216,Client_1216,Côte d’Ivoire,Yamoussoukro,2022-11-03,Marketplace
1217,Client_1217,RD Congo,Lubumbashi,2022-04-14,Referral
1218,Client_1218,Gabon,Libreville,2023-03-31,Referral
1219,Client_1219,Cameroun,Yaoundé,2022-10-31,Organic
1220,Client_1220,Côte d’Ivoire,Abidjan,2024-09-01,Ads
1221,Client_1221,Sénégal,Thiès,2022-06-24,Referral
1222,Client_1222,Sénégal,Saint-Louis,2022-09-25,Organic
1223,Client_1223,Gabon,Libreville,2024-09-26,Referral
1224,Client_1224,RD Congo,Lubumbashi,2023-05-12,Ads
1225,Client_1225,Cameroun,Yaoundé,2023-10-25,Ads
1226,Client_1226,Belgique,Charleroi,2024-05-17,Marketplace
1227,Client_1227,Côte d’Ivoire,Abidjan,2023-10-19,Marketplace
1228,Client_1228,France,Marseille,2022-12-13,Marketplace
1229,Client_1229,Gabon,Libreville,2024-06-21,Ads
1230,Client_1230,RD Congo,Lubumbashi,2024-02-05,Organic
1231,Client_1231,Belgique,Bruxelles,2022-04-22,Organic
1232,Client_1232,Canada,Laval,2022-01-29,Marketplace
1233,Client_1233,Belgique,Namur,2024-07-10,Referral
1234,Client_1234,France,Marseille,2023-03-05,Organic
1235,Client_1235,RD Congo,Goma,2024-09-16,Organic
1236,Client_1236,France,Toulouse,2024-12-14,Ads
1237,Client_1237,Cameroun,Douala,2022-05-04,Marketplace
1238,Client_1238,RD Congo,Goma,2022-04-19,Referral
1239,Client_1239,France,Paris,2024-03-06,Marketplace
1240,Client_1240,Côte d’Ivoire,Abidjan,2022-02-09,Marketplace
1241,Client_1241,Sénégal,Dakar,2024-02-19,Ads
1242,Client_1242,Côte d’Ivoire,Bouaké,2024-12-24,Ads
1243,Client_1243,Canada,Québec,2024-10-22,Referral
1244,Client_1244,France,Paris,2023-05-22,Marketplace
1245,Client_1245,Côte d’Ivoire,Bouaké,2024-03-16,Organic
1246,Client_1246,France,Marseille,2023-12-22,Marketplace
1247,Client_1247,Cameroun,Douala,2024-10-23,Marketplace
1248,Client_1248,France,Marseille,2024-03-03,Ads
1249,Client_1249,Cameroun,Douala,2022-11-07,Marketplace
1250,Client_1250,Sénégal,Saint-Louis,2022-10-09,Ads
1251,Client_1251,Sénégal,Saint-Louis,2023-04-11,Referral
1252,Client_1252,RD Congo,Lubumbashi,2024-05-23,Marketplace
1253,Client_1253,Côte d’Ivoire,Bouaké,2022-09-27,Organic
1254,Client_1254,Canada,Québec,2022-10-10,Marketplace
1255,Client_1255,Canada,Gatineau,2022-10-25,Organic
1256,Client_1256,Côte d’Ivoire,Abidjan,2024-12-27,Ads
1257,Client_1257,Canada,Laval,2022-10-26,Ads
1258,Client_1258,Côte d’Ivoire,Bouaké,2024-04-22,Marketplace
1259,Client_1259,Gabon,Port-Gentil,2022-11-08,Organic
1260,Client_1260,Belgique,Liège,2023-01-14,Ads
1261,Client_1261,Cameroun,Bafoussam,2023-04-18,Organic
1262,Client_1262,RD Congo,Kinshasa,2024-01-06,Ads
1263,Client_1263,Gabon,Libreville,2024-10-25,Referral
1264,Client_1264,Côte d’Ivoire,Abidjan,2024-03-04,Referral
1265,Client_1265,Gabon,Libreville,2022-12-02,Organic
1266,Client_1266,RD Congo,Kinshasa,2024-04-16,Ads
1267,Client_1267,Cameroun,Yaoundé,2023-04-01,Organic
1268,Client_1268,RD Congo,Kinshasa,2022-12-29,Referral
1269,Client_1269,Gabon,Port-Gentil,2024-07-26,Organic
1270,Client_1270,Sénégal,Thiès,2022-03-27,Referral
1271,Client_1271,Côte d’Ivoire,Bouaké,2025-01-03,Ads
1272,Client_1272,Belgique,Charleroi,2024-07-24,Ads
1273,Client_1273,RD Congo,Bukavu,2022-03-22,Referral
1274,Client_1274,France,Lyon,2023-08-20,Referral
1275,Client_1275,Sénégal,Thiès,2023-08-09,Referral
1276,Client_1276,Canada,Gatineau,2023-08-26,Ads
1277,Client_1277,Canada,Gatineau,2024-07-14,Ads
1278,Client_1278,Belgique,Liège,2022-10-05,Referral
1279,Client_1279,Sénégal,Thiès,2024-07-12,Ads
1280,Client_1280,Canada,Gatineau,2023-02-18,Referral
1281,Client_1281,Belgique,Namur,2023-10-26,Organic
1282,Client_1282,Belgique,Bruxelles,2022-08-22,Referral
1283,Client_1283,Côte d’Ivoire,Abidjan,2024-12-08,Referral
1284,Client_1284,Canada,Gatineau,2024-02-19,Ads
1285,Client_1285,Canada,Laval,2022-11-04,Organic
1286,Client_1286,Canada,Québec,2022-04-16,Referral
1287,Client_1287,Cameroun,Yaoundé,2024-07-02,Marketplace
1288,Client_1288,Canada,Montréal,2022-09-27,Organic
1289,Client_1289,France,Lille,2023-06-03,Ads
1290,Client_1290,Gabon,Port-Gentil,2024-10-18,Ads
1291,Client_1291,Gabon,Libreville,2023-03-21,Referral
1292,Client_1292,Gabon,Port-Gentil,2024-06-23,Ads
1293,Client_1293,France,Lyon,2023-07-24,Organic
1294,Client_1294,France,Lyon,2022-10-31,Ads
1295,Client_1295,Côte d’Ivoire,Abidjan,2022-10-25,Ads
1296,Client_1296,Cameroun,Yaoundé,2022-06-29,Ads
1297,Client_1297,Belgique,Charleroi,2023-01-01,Organic
1298,Client_1298,Cameroun,Bafoussam,2022-12-30,Referral
1299,Client_1299,Côte d’Ivoire,Abidjan,2022-07-10,Marketplace
1300,Client_1300,Côte d’Ivoire,Bouaké,2024-02-16,Ads
1301,Client_1301,Sénégal,Saint-Louis,2022-05-13,Marketplace
1302,Client_1302,Gabon,Libreville,2022-09-07,Marketplace
1303,Client_1303,Côte d’Ivoire,Yamoussoukro,2024-04-27,Organic
1304,Client_1304,RD Congo,Kinshasa,2022-08-12,Ads
1305,Client_1305,Gabon,Port-Gentil,2024-05-24,Marketplace
1306,Client_1306,Cameroun,Bafoussam,2023-12-26,Organic
1307,Client_1307,Gabon,Port-Gentil,2024-10-05,Organic
1308,Client_1308,RD Congo,Goma,2023-02-01,Ads
1309,Client_1309,Belgique,Bruxelles,2024-08-10,Ads
1310,Client_1310,RD Congo,Bukavu,2024-04-27,Ads
1311,Client_1311,Côte d’Ivoire,Bouaké,2023-03-11,Ads
1312,Client_1312,RD Congo,Goma,2023-06-06,Ads
1313,Client_1313,Cameroun,Yaoundé,2024-11-03,Marketplace
1314,Client_1314,France,Paris,2023-11-14,Marketplace
1315,Client_1315,Sénégal,Saint-Louis,2022-03-01,Organic
1316,Client_1316,RD Congo,Goma,2023-11-24,Referral
1317,Client_1317,Gabon,Libreville,2022-10-06,Referral
1318,Client_1318,Canada,Gatineau,2025-01-04,Marketplace
1319,Client_1319,Gabon,Port-Gentil,2022-04-25,Marketplace
1320,Client_1320,Côte d’Ivoire,Yamoussoukro,2025-01-02,Ads
1321,Client_1321,RD Congo,Goma,2023-12-26,Ads
1322,Client_1322,Canada,Laval,2022-03-05,Marketplace
1323,Client_1323,Sénégal,Saint-Louis,2024-12-30,Organic
1324,Client_1324,Sénégal,Dakar,2022-08-28,Marketplace
1325,Client_1325,Côte d’Ivoire,Yamoussoukro,2022-03-06,Marketplace
1326,Client_1326,Sénégal,Dakar,2024-10-14,Organic
1327,Client_1327,Côte d’Ivoire,Bouaké,2023-09-12,Organic
1328,Client_1328,Cameroun,Douala,2022-08-18,Marketplace
1329,Client_1329,France,Lyon,2022-07-09,Referral
1330,Client_1330,France,Toulouse,2024-10-21,Organic
1331,Client_1331,RD Congo,Goma,2024-09-17,Marketplace
1332,Client_1332,Côte d’Ivoire,Abidjan,2022-07-21,Organic
1333,Client_1333,RD Congo,Kinshasa,2024-07-29,Referral
1334,Client_1334,Belgique,Bruxelles,2023-09-29,Ads
1335,Client_1335,Belgique,Namur,2024-08-14,Ads
1336,Client_1336,Belgique,Namur,2022-02-16,Marketplace
1337,Client_1337,RD Congo,Goma,2023-02-15,Organic
1338,Client_1338,Cameroun,Yaoundé,2024-12-26,Marketplace
1339,Client_1339,Gabon,Libreville,2023-07-13,Organic
1340,Client_1340,Canada,Laval,2022-08-23,Ads
1341,Client_1341,Belgique,Liège,2023-12-19,Marketplace
1342,Client_1342,Cameroun,Douala,2023-08-04,Organic
1343,Client_1343,Canada,Montréal,2023-09-30,Marketplace
1344,Client_1344,Gabon,Libreville,2022-09-24,Ads
1345,Client_1345,Gabon,Libreville,2022-08-05,Referral
1346,Client_1346,France,Paris,2024-05-23,Referral
1347,Client_1347,Canada,Gatineau,2023-12-30,Marketplace
1348,Client_1348,Côte d’Ivoire,Abidjan,2024-12-28,Ads
1349,Client_1349,Gabon,Libreville,2022-07-10,Referral
1350,Client_1350,Belgique,Charleroi,2023-09-28,Referral
1351,Client_1351,Gabon,Libreville,2023-04-04,Organic
1352,Client_1352,Cameroun,Yaoundé,2024-03-13,Organic
1353,Client_1353,Côte d’Ivoire,Bouaké,2024-07-17,Referral
1354,Client_1354,France,Paris,2024-08-31,Ads
1355,Client_1355,Côte d’Ivoire,Bouaké,2024-08-02,Organic
1356,Client_1356,Cameroun,Yaoundé,2022-09-18,Ads
1357,Client_1357,Sénégal,Saint-Louis,2022-08-08,Marketplace
1358,Client_1358,Belgique,Namur,2024-12-27,Referral
1359,Client_1359,Sénégal,Saint-Louis,2024-04-26,Organic
1360,Client_1360,RD Congo,Lubumbashi,2024-09-14,Referral
1361,Client_1361,Belgique,Namur,2023-03-03,Referral
1362,Client_1362,Sénégal,Saint-Louis,2023-12-02,Organic
1363,Client_1363,Canada,Montréal,2024-09-23,Ads
1364,Client_1364,Gabon,Port-Gentil,2022-07-19,Referral
1365,Client_1365,Canada,Laval,2024-04-11,Ads
1366,Client_1366,Belgique,Charleroi,2023-11-02,Referral
1367,Client_1367,France,Paris,2023-03-22,Organic
1368,Client_1368,France,Lyon,2022-11-02,Referral
1369,Client_1369,Cameroun,Yaoundé,2024-07-04,Organic
1370,Client_1370,RD Congo,Goma,2023-09-06,Marketplace
1371,Client_1371,Sénégal,Saint-Louis,2023-12-07,Ads
1372,Client_1372,France,Lille,2024-11-11,Referral
1373,Client_1373,Canada,Laval,2022-05-08,Marketplace
1374,Client_1374,France,Paris,2024-01-06,Ads
1375,Client_1375,Cameroun,Douala,2023-04-27,Referral
1376,Client_1376,Sénégal,Saint-Louis,2023-10-14,Referral
1377,Client_1377,Sénégal,Thiès,2024-06-10,Organic
1378,Client_1378,Canada,Gatineau,2022-10-12,Organic
1379,Client_1379,Sénégal,Thiès,2024-05-04,Organic
1380,Client_1380,Cameroun,Bafoussam,2022-09-15,Organic
1381,Client_1381,France,Paris,2022-02-02,Organic
1382,Client_1382,Gabon,Port-Gentil,2022-10-06,Ads
1383,Client_1383,Canada,Gatineau,2024-07-22,Referral
1384,Client_1384,Canada,Gatineau,2024-11-09,Referral
1385,Client_1385,Gabon,Port-Gentil,2023-12-29,Organic
1386,Client_1386,Canada,Gatineau,2022-01-16,Referral
1387,Client_1387,RD Congo,Goma,2024-04-21,Marketplace
1388,Client_1388,France,Paris,2024-09-16,Marketplace
1389,Client_1389,Belgique,Charleroi,2022-06-13,Organic
1390,Client_1390,Cameroun,Yaoundé,2024-11-24,Ads
1391,Client_1391,Belgique,Liège,2024-08-25,Ads
1392,Client_1392,Cameroun,Bafoussam,2022-04-19,Marketplace
1393,Client_1393,France,Toulouse,2024-07-18,Referral
1394,Client_1394,Côte d’Ivoire,Bouaké,2023-12-24,Marketplace
1395,Client_1395,Cameroun,Douala,2022-03-14,Marketplace
1396,Client_1396,Cameroun,Douala,2024-08-27,Organic
1397,Client_1397,France,Marseille,2022-02-25,Marketplace
1398,Client_1398,Gabon,Libreville,2022-09-17,Ads
1399,Client_1399,Cameroun,Yaoundé,2022-09-29,Marketplace
1400,Client_1400,Cameroun,Yaoundé,2022-01-30,Ads
1401,Client_1401,Canada,Québec,2024-07-03,Marketplace
1402,Client_1402,Canada,Laval,2023-04-29,Referral
1403,Client_1403,Canada,Montréal,2023-12-04,Ads
1404,Client_1404,Canada,Québec,2024-10-12,Referral
1405,Client_1405,Sénégal,Dakar,2024-06-20,Organic
1406,Client_1406,RD Congo,Goma,2022-04-22,Marketplace
1407,Client_1407,Belgique,Bruxelles,2022-12-10,Referral
1408,Client_1408,Sénégal,Thiès,2023-09-10,Referral
1409,Client_1409,RD Congo,Bukavu,2024-03-09,Referral
1410,Client_1410,Cameroun,Douala,2024-12-22,Referral
1411,Client_1411,France,Marseille,2024-07-08,Referral
1412,Client_1412,Côte d’Ivoire,Yamoussoukro,2022-03-26,Ads
1413,Client_1413,Côte d’Ivoire,Bouaké,2023-07-13,Marketplace
1414,Client_1414,Cameroun,Yaoundé,2022-07-21,Marketplace
1415,Client_1415,Sénégal,Thiès,2023-05-11,Organic
1416,Client_1416,Côte d’Ivoire,Yamoussoukro,2023-01-04,Marketplace
1417,Client_1417,France,Paris,2022-05-20,Ads
1418,Client_1418,Sénégal,Dakar,2024-12-11,Ads
1419,Client_1419,Gabon,Port-Gentil,2023-03-26,Marketplace
1420,Client_1420,Cameroun,Douala,2022-03-11,Ads
1421,Client_1421,Belgique,Bruxelles,2023-03-21,Ads
1422,Client_1422,Belgique,Bruxelles,2022-09-24,Referral
1423,Client_1423,Canada,Montréal,2023-01-13,Marketplace
1424,Client_1424,Cameroun,Yaoundé,2022-06-05,Referral
1425,Client_1425,Cameroun,Yaoundé,2023-10-25,Marketplace
1426,Client_1426,Canada,Montréal,2023-07-22,Ads
1427,Client_1427,Sénégal,Thiès,2023-11-13,Ads
1428,Client_1428,Cameroun,Yaoundé,2022-12-31,Referral
1429,Client_1429,Belgique,Charleroi,2023-02-15,Referral
1430,Client_1430,Canada,Gatineau,2022-08-11,Organic
1431,Client_1431,Sénégal,Dakar,2022-08-06,Referral
1432,Client_1432,Cameroun,Douala,2022-03-13,Ads
1433,Client_1433,Belgique,Namur,2024-07-02,Ads
1434,Client_1434,Gabon,Libreville,2022-01-02,Ads
1435,Client_1435,Sénégal,Thiès,2022-11-07,Marketplace
1436,Client_1436,Sénégal,Saint-Louis,2022-01-08,Referral
1437,Client_1437,Gabon,Port-Gentil,2024-04-07,Ads
1438,Client_1438,RD Congo,Kinshasa,2024-02-27,Referral
1439,Client_1439,Belgique,Namur,2023-11-14,Marketplace
1440,Client_1440,Sénégal,Dakar,2022-07-05,Marketplace
1441,Client_1441,Côte d’Ivoire,Abidjan,2024-07-30,Marketplace
1442,Client_1442,RD Congo,Lubumbashi,2022-03-22,Referral
1443,Client_1443,RD Congo,Goma,2024-03-09,Ads
1444,Client_1444,Côte d’Ivoire,Bouaké,2022-06-23,Referral
1445,Client_1445,RD Congo,Lubumbashi,2022-03-15,Organic
1446,Client_1446,France,Lille,2023-05-04,Referral
1447,Client_1447,Sénégal,Dakar,2023-09-23,Referral
1448,Client_1448,Gabon,Libreville,2022-03-17,Marketplace
1449,Client_1449,France,Marseille,2022-03-29,Referral
1450,Client_1450,Belgique,Liège,2024-12-07,Referral
1451,Client_1451,Canada,Québec,2022-05-28,Ads
1452,Client_1452,Canada,Gatineau,2022-02-09,Referral
1453,Client_1453,France,Lyon,2022-09-25,Ads
1454,Client_1454,Canada,Montréal,2023-09-22,Ads
1455,Client_1455,Gabon,Libreville,2022-05-11,Ads
1456,Client_1456,Belgique,Charleroi,2023-03-28,Ads
1457,Client_1457,RD Congo,Bukavu,2023-11-22,Referral
1458,Client_1458,Côte d’Ivoire,Abidjan,2022-10-09,Marketplace
1459,Client_1459,RD Congo,Kinshasa,2022-12-22,Marketplace
1460,Client_1460,Belgique,Bruxelles,2023-07-15,Organic
1461,Client_1461,Sénégal,Dakar,2024-01-28,Organic
1462,Client_1462,Gabon,Libreville,2022-03-25,Organic
1463,Client_1463,Belgique,Charleroi,2022-11-20,Ads
1464,Client_1464,Gabon,Libreville,2022-01-14,Ads
1465,Client_1465,Canada,Montréal,2023-08-05,Referral
1466,Client_1466,Gabon,Libreville,2023-02-27,Organic
1467,Client_1467,Cameroun,Bafoussam,2024-07-11,Referral
1468,Client_1468,RD Congo,Lubumbashi,2022-03-19,Organic
1469,Client_1469,Gabon,Libreville,2023-09-09,Marketplace
1470,Client_1470,Sénégal,Dakar,2023-04-28,Organic
1471,Client_1471,Belgique,Bruxelles,2024-01-12,Organic
1472,Client_1472,Gabon,Libreville,2023-07-21,Ads
1473,Client_1473,RD Congo,Kinshasa,2022-11-02,Referral
1474,Client_1474,Gabon,Libreville,2022-11-24,Ads
1475,Client_1475,France,Marseille,2023-08-07,Organic
1476,Client_1476,Sénégal,Thiès,2023-11-16,Referral
1477,Client_1477,France,Paris,2022-04-18,Organic
1478,Client_1478,Canada,Montréal,2024-09-20,Ads
1479,Client_1479,Belgique,Liège,2024-06-29,Marketplace
1480,Client_1480,Sénégal,Dakar,2023-10-30,Organic
1481,Client_1481,Belgique,Namur,2023-04-12,Ads
1482,Client_1482,RD Congo,Bukavu,2023-02-14,Referral
1483,Client_1483,RD Congo,Kinshasa,2024-08-22,Referral
1484,Client_1484,France,Toulouse,2022-10-24,Organic
1485,Client_1485,Gabon,Libreville,2024-03-04,Marketplace
1486,Client_1486,Canada,Gatineau,2023-02-02,Marketplace
1487,Client_1487,Cameroun,Douala,2023-11-19,Organic
1488,Client_1488,France,Lille,2022-05-03,Marketplace
1489,Client_1489,Canada,Montréal,2024-08-11,Referral
1490,Client_1490,Sénégal,Dakar,2023-12-05,Organic
1491,Client_1491,Cameroun,Bafoussam,2022-11-18,Organic
1492,Client_1492,RD Congo,Kinshasa,2024-04-23,Referral
1493,Client_1493,RD Congo,Bukavu,2024-08-05,Marketplace
1494,Client_1494,France,Toulouse,2023-05-21,Organic
1495,Client_1495,Côte d’Ivoire,Bouaké,2023-04-01,Organic
1496,Client_1496,France,Toulouse,2022-04-01,Ads
1497,Client_1497,Gabon,Libreville,2024-05-21,Referral
1498,Client_1498,Gabon,Libreville,2024-07-15,Referral
1499,Client_1499,RD Congo,Kinshasa,2022-01-26,Referral
1500,Client_1500,RD Congo,Lubumbashi,2024-01-05,Marketplace
1501,Client_1501,RD Congo,Kinshasa,2022-02-02,Referral
1502,Client_1502,Cameroun,Douala,2024-07-29,Ads
1503,Client_1503,Gabon,Port-Gentil,2022-10-11,Referral
1504,Client_1504,Canada,Laval,2024-08-08,Ads
1505,Client_1505,Belgique,Charleroi,2023-11-13,Ads
1506,Client_1506,Cameroun,Yaoundé,2023-07-07,Organic
1507,Client_1507,Belgique,Namur,2022-04-23,Marketplace
1508,Client_1508,France,Paris,2024-02-24,Marketplace
1509,Client_1509,Gabon,Libreville,2024-01-19,Marketplace
1510,Client_1510,Canada,Montréal,2023-02-24,Organic
1511,Client_1511,Côte d’Ivoire,Abidjan,2022-08-21,Referral
1512,Client_1512,RD Congo,Lubumbashi,2023-10-19,Marketplace
1513,Client_1513,Cameroun,Bafoussam,2024-05-16,Marketplace
1514,Client_1514,France,Paris,2024-02-03,Marketplace
1515,Client_1515,Gabon,Port-Gentil,2024-10-23,Ads
1516,Client_1516,Gabon,Port-Gentil,2024-07-14,Marketplace
1517,Client_1517,Belgique,Liège,2024-07-26,Ads
1518,Client_1518,Belgique,Charleroi,2023-01-02,Marketplace
1519,Client_1519,Belgique,Bruxelles,2022-12-04,Marketplace
1520,Client_1520,Belgique,Liège,2024-10-13,Organic
1521,Client_1521,RD Congo,Kinshasa,2023-08-24,Referral
1522,Client_1522,Canada,Gatineau,2023-12-12,Referral
