id_vente,id_client,id_produit,date_vente,quantité,montant_total,channel
3929,486,39,2024-04-03,1,1125,Marketplace
3930,4782,90,2025-03-23,2,2972,Retail
3931,4058,150,2024-10-24,3,3045,Retail
3932,488,65,2024-08-07,1,1813,Online
3933,943,173,2025-02-08,1,137,Marketplace
3934,2793,166,2024-11-03,3,369,Marketplace
3935,4137,178,2024-12-24,3,357,Retail
3936,166,48,2025-03-27,1,824,Retail
3937,3170,24,2024-11-20,3,2667,Online
3938,3315,67,2025-03-16,3,3720,Retail
3939,2361,36,2024-07-02,1,439,Online
3940,1338,132,2024-02-15,2,2236,Online
3941,402,56,2025-03-07,1,1916,Online
3942,49,26,2024-09-22,2,1132,Online
3943,2246,152,2025-02-01,2,104,Online
3944,4562,94,2025-01-28,3,5982,Online
3945,2090,27,2025-01-17,2,1950,Marketplace
3946,4433,151,2024-12-25,1,71,Online
3947,4093,66,2025-04-09,3,6726,Online
3948,313,101,2025-02-15,2,3988,Retail
3949,2238,100,2024-08-05,1,1745,Retail
3950,2160,90,2024-05-23,2,2972,Retail
3951,245,193,2025-02-23,2,168,Marketplace
3952,4839,116,2024-12-14,1,669,Retail
3953,4109,151,2024-01-18,2,142,Marketplace
3954,3742,103,2024-05-14,1,818,Marketplace
3955,3541,104,2024-10-31,2,3118,Retail
3956,4476,77,2025-04-13,1,1163,Marketplace
3957,333,137,2024-09-06,3,3684,Marketplace
3958,4984,53,2024-05-20,1,1030,Online
3959,1173,170,2024-12-06,2,86,Retail
3960,132,108,2024-05-28,3,2757,Retail
3961,3722,52,2025-04-21,2,1634,Retail
3962,3532,91,2024-04-01,2,3200,Marketplace
3963,4372,47,2024-05-27,1,753,Marketplace
3964,3200,55,2024-11-05,2,3316,Online
3965,2830,90,2024-04-09,3,4458,Online
3966,3201,152,2025-04-25,1,52,Marketplace
3967,1139,12,2024-09-25,2,1900,Retail
3968,1012,55,2024-08-28,2,3316,Marketplace
3969,3075,124,2025-03-31,3,4989,Retail
3970,4772,38,2025-04-09,2,642,Online
3971,3174,11,2024-03-07,1,642,Retail
3972,3180,131,2024-02-13,2,3634,Online
3973,3170,44,2024-03-11,2,1026,Retail
3974,3269,47,2024-08-10,3,2259,Online
3975,2527,142,2024-11-01,1,838,Retail
3976,2213,100,2025-02-17,1,1745,Marketplace
3977,4871,154,2025-04-14,3,264,Retail
3978,3384,185,2024-09-04,3,342,Retail
3979,1024,95,2024-07-21,1,1752,Marketplace
3980,1290,169,2025-03-05,2,246,Marketplace
3981,4023,61,2025-02-24,3,2613,Retail
3982,368,76,2024-03-21,2,3952,Online
3983,4074,3,2025-05-02,2,1930,Online
3984,711,183,2025-01-02,1,44,Online
3985,1213,19,2024-05-20,2,1642,Online
3986,2787,4,2024-03-18,1,651,Marketplace
3987,3198,139,2025-03-01,3,4491,Online
3988,4269,106,2024-06-13,1,1198,Retail
3989,2531,115,2024-11-03,3,2583,Marketplace
3990,3708,73,2024-04-02,1,1753,Online
3991,464,153,2024-06-22,2,206,Online
3992,2949,107,2025-04-09,1,645,Retail
3993,2708,134,2024-04-11,1,1766,Online
3994,976,191,2024-09-20,1,125,Marketplace
3995,3390,5,2024-01-09,2,962,Marketplace
3996,1884,114,2024-05-27,3,3699,Retail
3997,1985,41,2024-03-17,1,692,Online
3998,1013,35,2024-01-04,3,2550,Retail
3999,1204,58,2025-04-16,1,880,Retail
4000,2115,168,2025-03-31,2,86,Retail
4001,893,156,2025-02-09,1,149,Marketplace
4002,616,72,2024-05-23,3,3285,Online
4003,3978,159,2024-09-19,3,66,Online
4004,1613,54,2024-12-14,2,2390,Retail
4005,3947,179,2024-10-29,2,50,Retail
4006,2489,12,2024-01-24,1,950,Online
4007,941,22,2024-08-06,1,892,Retail
4008,1869,34,2024-02-17,1,1151,Online
4009,4636,71,2025-03-19,2,2004,Retail
4010,4236,35,2024-02-11,3,2550,Retail
4011,127,86,2025-05-06,1,824,Online
4012,4644,192,2024-07-15,3,306,Online
4013,1333,175,2025-05-13,2,212,Marketplace
4014,3795,151,2024-09-22,2,142,Retail
4015,1779,129,2024-12-13,2,2028,Marketplace
4016,4129,66,2024-08-30,2,4484,Marketplace
4017,2842,124,2025-03-19,2,3326,Online
4018,1747,84,2025-01-27,2,3752,Retail
4019,4115,110,2024-09-24,2,1258,Retail
4020,1601,92,2025-01-18,1,2277,Marketplace
4021,1222,159,2024-06-10,3,66,Marketplace
4022,1522,19,2024-03-06,2,1642,Retail
4023,1660,24,2024-06-16,2,1778,Online
4024,3817,148,2025-05-11,1,1404,Retail
4025,4564,70,2025-01-22,3,5364,Online
4026,207,153,2024-06-18,3,309,Online
4027,2063,98,2024-06-21,1,1953,Marketplace
4028,4539,181,2025-01-11,1,131,Retail
4029,4185,148,2025-05-07,1,1404,Marketplace
4030,59,125,2024-05-14,1,774,Marketplace
4031,3874,186,2024-08-10,2,296,Marketplace
4032,363,15,2024-09-29,2,1746,Online
4033,4473,107,2025-05-11,3,1935,Marketplace
4034,2630,200,2024-12-27,2,110,Retail
4035,3660,160,2024-02-10,3,213,Retail
4036,1060,67,2024-01-29,3,3720,Retail
4037,2568,162,2024-04-16,2,208,Online
4038,1763,168,2025-01-01,3,129,Marketplace
4039,2949,168,2024-11-05,3,129,Online
4040,3043,84,2025-02-01,1,1876,Retail
4041,3246,125,2024-03-06,1,774,Online
4042,283,116,2024-09-03,3,2007,Marketplace
4043,674,185,2024-05-11,3,342,Marketplace
4044,32,147,2024-11-21,1,1556,Online
4045,3176,168,2024-02-11,1,43,Marketplace
4046,2913,63,2024-03-13,2,2698,Retail
4047,3129,43,2025-04-21,3,3444,Marketplace
4048,3780,113,2024-06-08,2,2662,Marketplace
4049,1750,175,2024-02-05,1,106,Retail
4050,3923,183,2024-02-19,3,132,Online
4051,2969,38,2024-04-26,3,963,Online
4052,2267,133,2025-02-06,1,669,Retail
4053,1349,46,2024-11-14,2,1610,Marketplace
4054,3829,50,2024-01-15,3,2358,Online
4055,375,156,2025-01-17,1,149,Online
4056,2479,93,2024-04-25,3,4614,Marketplace
4057,4914,3,2024-11-03,2,1930,Marketplace
4058,4447,51,2024-12-24,2,2628,Marketplace
4059,3387,163,2024-11-16,3,225,Online
4060,4348,102,2024-09-25,3,2253,Retail
4061,3901,171,2024-09-19,1,58,Marketplace
4062,1072,136,2024-02-29,1,749,Marketplace
4063,4840,130,2024-03-19,3,5358,Marketplace
4064,2091,160,2024-04-21,3,213,Marketplace
4065,1799,135,2024-09-20,2,3180,Online
4066,2364,191,2024-10-25,2,250,Online
4067,1757,131,2024-03-01,1,1817,Online
4068,1526,200,2024-04-27,1,55,Retail
4069,2164,139,2024-10-12,2,2994,Online
4070,113,34,2024-05-28,2,2302,Marketplace
4071,964,75,2024-06-08,1,2324,Retail
4072,4304,120,2024-04-21,3,2070,Marketplace
4073,3796,121,2024-06-07,3,5685,Marketplace
4074,4067,101,2024-05-10,2,3988,Online
4075,148,127,2024-04-23,2,1334,Marketplace
4076,3368,115,2025-03-16,2,1722,Marketplace
4077,103,13,2024-01-02,2,2296,Retail
4078,3094,109,2025-05-07,2,3968,Retail
4079,1328,69,2025-03-13,1,2117,Retail
4080,985,80,2025-03-19,1,2221,Online
4081,4414,37,2024-03-06,3,2292,Online
4082,1742,101,2025-03-15,3,5982,Retail
4083,4401,91,2024-03-25,2,3200,Marketplace
4084,2143,177,2025-01-25,3,384,Marketplace
4085,3496,96,2024-05-13,1,861,Retail
4086,4905,167,2024-04-15,1,48,Online
4087,2453,61,2025-01-04,1,871,Marketplace
4088,4803,172,2025-03-05,3,438,Marketplace
4089,1361,116,2024-12-05,3,2007,Online
4090,3285,11,2024-12-03,2,1284,Marketplace
4091,2238,192,2024-10-05,1,102,Marketplace
4092,775,163,2024-04-03,1,75,Online
4093,2168,177,2024-04-15,2,256,Marketplace
4094,2271,59,2024-10-23,3,6423,Retail
4095,922,24,2025-05-09,1,889,Retail
4096,2534,153,2025-03-16,3,309,Marketplace
4097,804,122,2024-03-19,2,2048,Marketplace
4098,970,182,2024-01-15,1,82,Marketplace
4099,1926,181,2024-08-27,3,393,Retail
4100,724,179,2024-08-30,3,75,Retail
4101,2515,88,2024-10-13,1,914,Retail
4102,1848,33,2025-02-08,3,1242,Marketplace
4103,4334,92,2024-02-18,2,4554,Online
4104,3366,118,2025-01-07,3,2085,Marketplace
4105,2865,14,2025-04-18,3,1281,Marketplace
4106,4526,25,2025-02-16,3,1035,Retail
4107,3050,194,2024-10-20,3,267,Marketplace
4108,601,193,2024-11-14,1,84,Online
4109,4701,94,2025-01-21,2,3988,Online
4110,1709,23,2025-01-25,1,1113,Marketplace
4111,3227,33,2024-06-21,1,414,Retail
4112,1453,122,2024-09-07,2,2048,Marketplace
4113,3504,65,2024-09-23,2,3626,Marketplace
4114,3999,3,2024-07-06,2,1930,Retail
4115,2957,179,2025-02-07,1,25,Retail
4116,590,176,2024-04-16,2,82,Marketplace
4117,3978,85,2024-05-11,1,1581,Retail
4118,4791,30,2024-06-26,1,1081,Online
4119,193,83,2025-05-06,3,2616,Retail
4120,4460,67,2025-02-13,3,3720,Marketplace
4121,3542,90,2025-02-06,1,1486,Marketplace
4122,1573,169,2024-04-12,1,123,Retail
4123,107,82,2024-12-13,3,5676,Marketplace
4124,942,159,2024-07-05,2,44,Online
4125,770,108,2024-02-08,1,919,Online
4126,4996,26,2024-02-24,1,566,Marketplace
4127,4307,123,2025-05-10,2,2742,Online
4128,2319,27,2024-04-03,2,1950,Retail
4129,3381,98,2025-05-12,1,1953,Marketplace
4130,1281,30,2025-01-23,2,2162,Online
4131,4793,149,2024-11-05,2,3122,Online
4132,21,8,2025-03-18,1,378,Retail
4133,3226,27,2024-02-19,3,2925,Marketplace
4134,3771,2,2024-12-26,2,1816,Retail
4135,2555,76,2025-03-05,1,1976,Retail
4136,4939,49,2024-10-19,3,1557,Online
4137,3943,83,2024-04-24,2,1744,Retail
4138,220,140,2024-07-14,3,4140,Marketplace
4139,4689,47,2024-07-14,3,2259,Marketplace
4140,1894,90,2024-07-17,3,4458,Marketplace
4141,300,173,2024-10-26,1,137,Retail
4142,969,158,2024-01-24,2,134,Online
4143,3753,102,2024-04-02,1,751,Marketplace
4144,1833,46,2024-12-11,2,1610,Online
4145,2981,156,2024-09-17,1,149,Marketplace
4146,4636,196,2024-08-12,3,132,Online
4147,2975,76,2024-11-13,2,3952,Marketplace
4148,2983,146,2024-07-04,1,1746,Retail
4149,1602,139,2024-03-21,2,2994,Marketplace
4150,59,120,2024-03-01,2,1380,Online
4151,2750,16,2024-06-06,3,2406,Retail
4152,786,103,2025-03-02,3,2454,Marketplace
4153,4089,134,2024-04-15,3,5298,Retail
4154,3390,90,2024-01-03,1,1486,Retail
4155,4162,178,2024-06-23,2,238,Marketplace
4156,4521,190,2024-12-18,3,306,Retail
4157,4509,35,2024-08-03,3,2550,Online
4158,4291,156,2024-06-24,1,149,Retail
4159,3886,198,2024-04-12,3,72,Marketplace
4160,3101,91,2025-05-10,3,4800,Marketplace
4161,2404,106,2025-02-28,3,3594,Online
4162,1594,103,2025-03-13,3,2454,Marketplace
4163,2225,72,2025-03-28,2,2190,Marketplace
4164,1379,40,2024-07-14,1,422,Online
4165,4015,179,2024-07-21,1,25,Marketplace
4166,3476,38,2025-03-29,3,963,Marketplace
4167,3226,120,2025-02-17,3,2070,Marketplace
4168,2743,129,2024-09-22,3,3042,Marketplace
4169,3173,145,2024-07-16,3,4338,Retail
4170,4779,143,2024-11-20,2,838,Marketplace
4171,642,173,2024-06-27,2,274,Marketplace
4172,1955,183,2024-05-20,3,132,Marketplace
4173,2620,116,2024-11-27,2,1338,Online
4174,1063,7,2024-05-09,3,3408,Online
4175,1978,57,2024-08-14,2,3028,Marketplace
4176,4920,44,2024-11-27,1,513,Online
4177,2236,153,2024-12-13,3,309,Retail
4178,3264,127,2024-06-10,3,2001,Online
4179,2120,5,2024-06-19,3,1443,Online
4180,3613,195,2025-02-16,1,133,Marketplace
4181,4539,129,2025-03-19,2,2028,Online
4182,4301,191,2024-01-04,2,250,Marketplace
4183,4359,177,2024-04-20,1,128,Online
4184,4372,199,2024-07-09,3,129,Marketplace
4185,1545,53,2024-04-05,3,3090,Retail
4186,991,6,2024-05-06,3,3378,Marketplace
4187,3112,190,2024-06-04,3,306,Retail
4188,352,83,2024-12-22,3,2616,Marketplace
4189,3889,178,2024-04-23,1,119,Marketplace
4190,454,82,2025-05-10,1,1892,Marketplace
4191,2882,13,2024-01-01,1,1148,Retail
4192,1790,131,2024-03-31,2,3634,Retail
4193,241,85,2024-06-09,2,3162,Online
4194,1157,199,2024-07-27,1,43,Marketplace
4195,1888,21,2025-03-21,3,2292,Retail
4196,4764,200,2024-08-09,2,110,Online
4197,2387,123,2025-04-18,1,1371,Marketplace
4198,2304,196,2024-11-27,2,88,Marketplace
4199,3229,130,2025-03-18,2,3572,Marketplace
4200,306,39,2024-05-06,3,3375,Online
4201,3979,135,2024-04-10,1,1590,Retail
4202,3888,79,2024-05-15,3,4179,Online
4203,4872,114,2024-03-16,2,2466,Online
4204,4716,162,2024-05-25,3,312,Online
4205,728,110,2024-01-11,1,629,Online
4206,4008,38,2024-08-11,3,963,Online
4207,4369,197,2024-02-26,2,176,Retail
4208,2687,129,2024-02-28,3,3042,Marketplace
4209,4242,112,2024-05-14,2,1080,Retail
4210,3898,88,2024-10-16,2,1828,Retail
4211,1657,141,2024-09-22,2,2904,Online
4212,178,17,2024-08-06,1,570,Online
4213,2062,32,2024-04-20,2,2384,Marketplace
4214,3041,76,2024-05-18,2,3952,Retail
4215,4327,31,2024-10-29,2,1642,Online
4216,188,155,2025-04-29,2,268,Marketplace
4217,1503,148,2024-07-28,3,4212,Online
4218,3829,126,2024-01-15,1,1123,Retail
4219,4325,57,2024-08-28,2,3028,Marketplace
4220,3854,33,2024-01-31,2,828,Marketplace
4221,4439,89,2024-12-14,1,2395,Online
4222,4913,92,2024-04-03,1,2277,Online
4223,3270,63,2025-04-17,3,4047,Online
4224,4670,169,2024-02-26,1,123,Online
4225,4031,109,2024-08-24,1,1984,Marketplace
4226,4901,109,2024-11-26,2,3968,Retail
4227,2438,163,2025-05-06,3,225,Retail
4228,1697,21,2025-04-10,1,764,Online
4229,3369,190,2025-04-23,2,204,Retail
4230,74,194,2024-06-20,2,178,Retail
4231,96,62,2024-09-07,3,5166,Retail
4232,368,129,2024-11-17,1,1014,Marketplace
4233,2977,38,2024-03-01,3,963,Online
4234,2190,25,2024-01-21,2,690,Marketplace
4235,3728,96,2024-09-27,1,861,Online
4236,2469,90,2024-08-13,3,4458,Retail
4237,2203,180,2024-09-19,3,270,Online
4238,1868,76,2024-05-10,1,1976,Retail
4239,3789,16,2024-04-19,2,1604,Marketplace
4240,2333,166,2024-12-19,2,246,Retail
4241,2385,105,2025-03-25,1,1367,Marketplace
4242,1060,88,2024-09-02,3,2742,Online
4243,474,135,2024-11-10,3,4770,Online
4244,965,43,2025-03-19,1,1148,Marketplace
4245,4146,91,2024-05-05,3,4800,Retail
4246,2100,97,2024-05-05,2,2596,Retail
4247,3507,133,2024-09-09,1,669,Retail
4248,2668,37,2025-01-17,3,2292,Retail
4249,2188,138,2025-04-30,3,2952,Marketplace
4250,342,159,2024-10-09,2,44,Retail
4251,4691,31,2025-04-06,3,2463,Marketplace
4252,4814,160,2024-04-20,3,213,Online
4253,1526,92,2025-05-12,1,2277,Retail
4254,3778,109,2024-11-16,1,1984,Marketplace
4255,42,7,2025-03-08,2,2272,Retail
4256,1266,71,2024-08-04,2,2004,Retail
4257,444,151,2024-03-04,3,213,Retail
4258,1303,182,2024-04-15,2,164,Retail
4259,1068,154,2024-11-06,1,88,Retail
4260,3295,37,2024-07-14,3,2292,Online
4261,175,185,2025-05-06,1,114,Retail
4262,2015,41,2024-07-02,1,692,Marketplace
4263,2169,102,2025-05-11,2,1502,Online
4264,241,10,2024-08-13,1,631,Retail
4265,4860,162,2024-03-01,3,312,Marketplace
4266,493,109,2025-02-15,2,3968,Online
4267,3793,70,2024-04-16,3,5364,Online
4268,963,68,2024-03-15,1,2399,Retail
4269,2927,128,2024-04-20,3,5202,Online
4270,2674,133,2024-01-03,3,2007,Online
4271,1049,57,2024-04-12,2,3028,Online
4272,4356,166,2024-03-12,3,369,Retail
4273,3150,79,2025-04-22,1,1393,Retail
4274,455,159,2024-06-03,1,22,Retail
4275,267,79,2024-10-17,1,1393,Online
4276,2840,84,2024-06-01,1,1876,Retail
4277,3673,162,2024-04-21,2,208,Retail
4278,3633,143,2025-01-22,2,838,Marketplace
4279,3663,189,2025-03-29,3,69,Online
4280,4305,43,2025-04-26,3,3444,Retail
4281,2220,69,2025-03-01,1,2117,Retail
4282,2683,193,2024-05-01,2,168,Retail
4283,3070,113,2025-03-15,1,1331,Online
4284,1285,108,2024-09-05,3,2757,Online
4285,1539,106,2025-01-26,3,3594,Retail
4286,3577,107,2025-04-22,1,645,Marketplace
4287,4808,21,2024-06-30,1,764,Online
4288,2813,57,2024-04-04,3,4542,Marketplace
4289,3826,62,2024-12-17,2,3444,Marketplace
4290,4309,176,2024-12-04,3,123,Retail
4291,2757,151,2025-04-08,1,71,Marketplace
4292,337,187,2024-05-04,3,297,Online
4293,1016,85,2024-10-21,3,4743,Marketplace
4294,2690,122,2025-03-08,3,3072,Marketplace
4295,4111,197,2024-08-20,2,176,Marketplace
4296,2774,96,2024-01-08,1,861,Retail
4297,4199,78,2024-10-10,2,2822,Marketplace
4298,944,56,2025-03-29,3,5748,Retail
4299,250,133,2024-09-18,2,1338,Retail
4300,2092,13,2024-05-27,1,1148,Marketplace
4301,2380,144,2024-01-22,3,3114,Online
4302,220,125,2024-08-15,2,1548,Marketplace
4303,2959,85,2024-06-26,3,4743,Marketplace
4304,1724,193,2024-07-07,3,252,Marketplace
4305,4185,122,2024-02-09,3,3072,Online
4306,1099,16,2024-12-05,3,2406,Online
4307,3594,120,2025-02-01,2,1380,Marketplace
4308,3663,98,2025-01-28,2,3906,Marketplace
4309,4069,107,2025-04-23,3,1935,Marketplace
4310,3049,59,2024-10-21,2,4282,Online
4311,2326,178,2025-03-26,2,238,Retail
4312,1034,159,2024-04-21,1,22,Retail
4313,1216,42,2025-03-11,2,1154,Marketplace
4314,4808,198,2025-02-19,3,72,Online
4315,4884,102,2024-08-28,2,1502,Retail
4316,140,179,2024-09-09,1,25,Online
4317,2335,52,2025-03-23,3,2451,Marketplace
4318,4914,106,2024-05-25,2,2396,Retail
4319,4663,83,2024-12-18,2,1744,Retail
4320,3784,59,2025-04-03,2,4282,Marketplace
4321,865,98,2024-08-11,3,5859,Marketplace
4322,1618,35,2024-12-13,1,850,Retail
4323,3456,63,2024-12-03,2,2698,Marketplace
4324,1262,50,2024-06-17,1,786,Marketplace
4325,1811,69,2024-06-24,3,6351,Online
4326,3690,96,2024-08-08,1,861,Marketplace
4327,171,163,2024-07-11,2,150,Marketplace
4328,1269,163,2025-04-11,1,75,Online
4329,1209,135,2024-12-13,2,3180,Marketplace
4330,2953,90,2024-04-11,2,2972,Online
4331,3014,99,2025-04-30,2,4870,Online
4332,1655,135,2024-05-21,3,4770,Online
4333,405,118,2024-01-29,2,1390,Marketplace
4334,2987,178,2024-06-21,2,238,Retail
4335,2374,130,2024-06-29,1,1786,Marketplace
4336,2755,28,2025-03-30,3,3024,Marketplace
4337,1535,73,2025-05-05,2,3506,Online
4338,4574,95,2025-05-04,2,3504,Retail
4339,1668,118,2024-07-09,1,695,Retail
4340,3397,193,2024-07-31,2,168,Retail
4341,4592,178,2025-02-24,1,119,Retail
4342,64,136,2024-06-03,2,1498,Retail
4343,751,105,2024-01-16,3,4101,Retail
4344,417,83,2024-05-30,2,1744,Online
4345,3881,83,2024-02-15,1,872,Marketplace
4346,3863,173,2024-10-13,2,274,Marketplace
4347,766,88,2024-11-16,1,914,Retail
4348,3743,45,2024-10-25,3,2505,Online
4349,3203,95,2024-10-11,1,1752,Marketplace
4350,1988,65,2025-03-21,1,1813,Online
4351,3443,69,2024-01-19,3,6351,Retail
4352,4241,28,2024-09-16,3,3024,Retail
4353,201,11,2024-02-15,2,1284,Online
4354,3046,186,2025-02-08,2,296,Retail
4355,4893,78,2024-02-10,1,1411,Online
4356,3027,62,2025-03-06,1,1722,Online
4357,359,72,2024-03-23,1,1095,Marketplace
4358,398,106,2024-01-17,2,2396,Retail
4359,1556,51,2024-12-17,3,3942,Retail
4360,1945,105,2024-12-28,3,4101,Online
4361,3551,154,2024-05-04,3,264,Marketplace
4362,349,198,2024-04-04,3,72,Online
4363,1935,101,2024-10-05,3,5982,Retail
4364,3667,48,2024-09-22,3,2472,Online
4365,515,40,2024-10-13,3,1266,Retail
4366,1731,127,2024-09-27,3,2001,Marketplace
4367,3685,101,2024-09-23,2,3988,Online
4368,3710,114,2024-08-09,2,2466,Marketplace
4369,2237,57,2025-03-26,1,1514,Online
4370,65,60,2024-10-05,3,3828,Online
4371,4199,131,2024-12-24,2,3634,Online
4372,2409,188,2024-04-05,1,68,Retail
4373,3564,162,2024-05-29,2,208,Marketplace
4374,1220,85,2025-01-07,2,3162,Marketplace
4375,2252,116,2025-03-10,2,1338,Online
4376,3794,113,2024-11-27,2,2662,Retail
4377,1364,38,2025-01-24,1,321,Marketplace
4378,3557,199,2024-07-27,3,129,Online
4379,4866,142,2025-02-05,2,1676,Retail
4380,4246,103,2024-02-17,2,1636,Retail
4381,4503,150,2024-08-30,3,3045,Marketplace
4382,2234,5,2024-11-08,2,962,Retail
4383,2549,163,2024-07-17,1,75,Retail
4384,724,115,2024-06-05,2,1722,Marketplace
4385,4996,116,2024-04-21,2,1338,Retail
4386,2744,84,2024-05-07,3,5628,Online
4387,2706,92,2025-02-17,2,4554,Marketplace
4388,2548,93,2024-11-30,2,3076,Online
4389,2287,113,2024-01-06,1,1331,Online
4390,3104,82,2025-02-09,3,5676,Retail
4391,4551,166,2025-04-25,1,123,Retail
4392,2198,25,2025-01-27,2,690,Retail
4393,3199,195,2024-08-02,2,266,Retail
4394,524,116,2025-05-05,3,2007,Online
4395,4406,143,2024-04-03,3,1257,Online
4396,1196,115,2024-05-04,3,2583,Retail
4397,1118,79,2024-05-16,3,4179,Marketplace
4398,4020,109,2024-03-11,3,5952,Online
4399,1856,23,2024-08-27,1,1113,Online
4400,3982,16,2024-12-27,1,802,Retail
4401,437,60,2024-07-17,2,2552,Retail
4402,527,137,2024-04-14,3,3684,Retail
4403,4030,176,2025-04-15,2,82,Marketplace
4404,4267,194,2025-05-08,3,267,Marketplace
4405,4108,53,2024-05-05,2,2060,Online
4406,2701,196,2024-06-16,2,88,Retail
4407,2667,129,2024-12-11,2,2028,Marketplace
4408,3272,93,2024-11-29,3,4614,Retail
4409,3772,91,2024-09-14,2,3200,Marketplace
4410,18,43,2024-01-28,3,3444,Marketplace
4411,550,164,2025-03-11,2,48,Retail
4412,3241,176,2024-11-22,1,41,Retail
4413,3477,155,2024-05-13,2,268,Retail
4414,4929,6,2024-05-15,2,2252,Online
4415,1837,59,2024-03-25,2,4282,Marketplace
4416,3012,4,2024-07-29,1,651,Online
4417,3559,155,2024-06-30,2,268,Online
4418,2075,107,2024-03-31,2,1290,Online
4419,2391,181,2024-03-18,1,131,Online
4420,4179,17,2024-08-08,3,1710,Marketplace
4421,3735,109,2025-01-01,2,3968,Online
4422,1125,9,2024-01-26,2,1876,Online
4423,679,31,2024-11-19,2,1642,Retail
4424,4683,173,2025-05-12,1,137,Retail
4425,178,195,2025-02-15,2,266,Marketplace
4426,3065,196,2024-11-17,2,88,Online
4427,1834,94,2024-06-11,1,1994,Retail
4428,407,55,2024-10-05,2,3316,Online
4429,2156,11,2024-04-06,3,1926,Online
4430,4610,98,2024-09-13,1,1953,Marketplace
4431,3365,94,2024-12-29,2,3988,Online
4432,4014,40,2024-12-09,1,422,Retail
4433,391,90,2025-02-03,3,4458,Marketplace
4434,1698,138,2024-04-14,1,984,Retail
4435,13,83,2024-07-24,1,872,Online
4436,4141,83,2024-11-11,3,2616,Online
4437,4023,92,2024-01-23,3,6831,Online
4438,1238,155,2024-03-05,2,268,Retail
4439,4332,84,2024-05-16,1,1876,Marketplace
4440,2421,32,2024-10-24,2,2384,Marketplace
4441,4904,92,2024-01-11,2,4554,Marketplace
4442,3876,161,2024-01-10,1,57,Retail
4443,2879,44,2024-11-11,1,513,Retail
4444,784,186,2025-05-05,2,296,Online
4445,1766,124,2024-06-11,2,3326,Retail
4446,367,47,2024-06-08,1,753,Online
4447,3965,95,2024-09-02,3,5256,Retail
4448,3001,162,2024-03-04,3,312,Online
4449,3508,20,2024-02-09,1,948,Online
4450,1255,22,2025-04-04,3,2676,Online
4451,3289,131,2024-10-08,1,1817,Retail
4452,2356,24,2024-06-22,2,1778,Online
4453,904,131,2024-05-24,2,3634,Marketplace
4454,1270,99,2024-01-23,1,2435,Marketplace
4455,678,64,2024-11-08,1,840,Online
4456,2311,157,2024-05-07,2,250,Online
4457,3390,44,2024-08-05,1,513,Marketplace
4458,3262,40,2025-03-14,2,844,Online
4459,1816,184,2024-04-13,1,101,Marketplace
4460,3391,109,2025-05-10,1,1984,Marketplace
4461,4180,44,2024-01-12,2,1026,Marketplace
4462,2053,115,2024-08-20,1,861,Marketplace
4463,2772,65,2024-03-17,2,3626,Marketplace
4464,1138,90,2025-04-02,2,2972,Online
4465,1983,189,2024-07-26,3,69,Retail
4466,471,126,2024-03-14,2,2246,Marketplace
4467,2573,129,2024-02-27,3,3042,Online
4468,2919,184,2025-04-07,1,101,Retail
4469,3577,59,2024-10-08,3,6423,Marketplace
4470,3492,103,2024-10-23,1,818,Online
4471,3788,156,2025-05-04,2,298,Online
4472,1457,56,2024-02-12,1,1916,Retail
4473,749,163,2025-03-10,3,225,Marketplace
4474,4906,176,2024-04-13,2,82,Online
4475,2990,134,2025-02-13,1,1766,Online
4476,1882,47,2025-01-24,3,2259,Retail
4477,137,167,2024-11-18,1,48,Marketplace
4478,4340,147,2024-05-24,2,3112,Retail
4479,2619,152,2025-05-10,3,156,Online
4480,2711,111,2024-08-30,2,3132,Online
4481,4766,111,2024-05-31,2,3132,Online
4482,887,1,2024-12-27,1,328,Retail
4483,263,89,2024-03-16,1,2395,Marketplace
4484,3244,64,2024-12-15,1,840,Marketplace
4485,4329,125,2025-02-05,2,1548,Marketplace
4486,2711,89,2025-01-13,3,7185,Online
4487,202,189,2024-03-14,3,69,Retail
4488,2496,147,2024-02-05,1,1556,Retail
4489,2646,53,2024-12-29,1,1030,Marketplace
4490,4133,113,2024-01-17,3,3993,Marketplace
4491,409,74,2024-11-06,1,2306,Online
4492,2331,10,2024-07-19,1,631,Marketplace
4493,2031,72,2024-04-24,3,3285,Marketplace
4494,1951,81,2024-01-04,1,1153,Marketplace
4495,3018,196,2024-12-24,2,88,Marketplace
4496,3814,199,2024-12-24,1,43,Online
4497,4733,95,2025-02-23,1,1752,Retail
4498,980,23,2024-07-26,2,2226,Marketplace
4499,3694,71,2025-04-20,1,1002,Marketplace
4500,1202,110,2024-02-19,1,629,Marketplace
4501,2209,95,2024-08-13,1,1752,Online
4502,1507,147,2024-06-23,1,1556,Retail
4503,1390,158,2024-10-09,3,201,Retail
4504,1739,28,2025-04-16,1,1008,Retail
4505,3856,79,2024-02-17,3,4179,Marketplace
4506,4417,104,2024-07-10,3,4677,Marketplace
4507,889,122,2024-08-20,3,3072,Marketplace
4508,3641,130,2024-07-10,3,5358,Online
4509,4951,173,2024-02-18,2,274,Marketplace
4510,1940,152,2025-05-10,3,156,Retail
4511,1958,71,2024-01-16,3,3006,Retail
4512,469,193,2024-12-17,1,84,Marketplace
4513,2975,5,2025-04-01,3,1443,Retail
4514,3101,99,2024-11-06,1,2435,Retail
